# id	left	top	right	bottom	texture_id
[SPRITES]
## [[GREEN, 4 cells each direct - top -> down, left -> right]]
#### UP
3005001	142	176	158	192	50
3005002	160	176	176	192	50
3005003	143	194	158	210	50
3005004	160	194	175	210	50

#### DOWN
3005011	143	213	158	229	50
3005012	143	213	158	229	50
3005013	142	231	158	246	50
3005014	160	231	176	246	50

#### LEFT
3005021	143	250	158	266	50
3005022	160	251	176	266	50
3005023	143	268	158	284	50
3005024	160	268	176	283	50

#### RIGHT
3005031	144	288	160	303	50
3005032	162	287	178	303	50
3005033	144	305	160	320	50
3005034	162	305	178	321	50

## [[WHITE_BLACK, 4 cells each direct - top -> down, left -> right]]
#### UP
3005101	270	176	286	192	50
3005102	288	176	304	192	50
3005103	271	194	286	210	50
3005104	288	194	303	210	50

#### DOWN
3005111	271	213	286	229	50
3005112	288	213	303	229	50
3005113	270	231	286	246	50
3005114	288	231	304	246	50

#### LEFT
3005121	270	250	286	266	50
3005122	288	251	304	266	50
3005123	270	268	286	284	50
3005124	288	268	304	283	50

#### RIGHT
3005131	272	288	288	303	50
3005132	290	287	306	303	50
3005133	270	305	288	320	50
3005134	290	305	306	321	50

# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]
