# id	left	top	right	bottom	texture_id
[SPRITES]
## 	[HUD CONTAINTER]
###	[[HUD_ITEM]]
###	[[HUD_ITEM_BOX]]
4000200	172	128	195	155	60
###	[[HUD_ITEM_STAR, FLOWER, MUSHROOM]]
4000201	308	160	323	175	60
4000202	290	160	305	175	60
4000203	272	160	287	175	60

###	[[HUD_SCORE_BACKGROUND]]
4000002	256	127	407	154	60

##	[ICONS, 8,8]
###	TIME
4000137	16	96	23	103	60
### MONEY
4000138	32	96	39	103	60

##	[Power P Bar]
### ARROW (NO, FILL, 8x8)
4000011	91	162	98	169	60
4000012	64	162	71	169	60
### POWER P (NO, FILL, 16x8)
4000013	99	162	114	169	60
4000014	72	162	88	169	60

##	[FONTS 8, 8]
####	[0 - 9]
4000100	77	31	84	38	60
4000101	87	31	94	38	60
4000102	97	31	104	38	60
4000103	107	31	114	38	60
4000104	117	31	124	38	60
4000105	127	31	134	38	60
4000106	137	31	144	38	60
4000107	147	31	154	38	60
4000108	157	31	164	38	60
4000109	167	31	174	38	60
####	[A - B]
4000111	177	31	184	38	60
4000112	187	31	184	38	60
####	[C - N]
4000113	77	41	84	48	60
4000114	87	41	94	48	60
4000115	97	41	104	48	60
4000116	107	41	114	48	60
4000117	117	41	124	48	60
4000118	127	41	134	48	60
4000119	137	41	144	48	60
4000120	147	41	154	48	60
4000121	157	41	164	48	60
4000122	167	41	174	48	60
4000123	177	41	184	48	60
4000124	187	41	184	48	60
####	[O - Z]
4000125	77	51	84	58	60
4000126	87	51	94	58	60
4000127	97	51	104	58	60
4000128	107	51	114	58	60
4000129	117	51	124	58	60
4000130	127	51	134	58	60
4000131	137	51	144	58	60
4000132	147	51	154	58	60
4000133	157	51	164	58	60
4000134	167	51	174	58	60
4000135	177	51	184	58	60
4000136	187	51	184	58	60

####	[[SPECIAL WORDS]]
######	[[100, 200, 400, 800, 1000, 2000, 4000, 8000, 1UP)


# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]
